,Summary,top_terms
100,"TimeWarner said fourth quarter sales rose 2% to $11.1bn from $10.9bn.For the full-year, TimeWarner posted a profit of $3.36bn, up 27% from its 2003 performance, while revenues grew 6.4% to $42.09bn.Quarterly profits at US media giant TimeWarner jumped 76% to $1.13bn (Â£600m) for the three months to December, from $639m year-earlier.However, the company said AOL's underlying profit before exceptional items rose 8% on the back of stronger internet advertising revenues.Its profits were buoyed by one-off gains which offset a profit dip at Warner Bros, and less users for AOL.For 2005, TimeWarner is projecting operating earnings growth of around 5%, and also expects higher revenue and wider profit margins.It lost 464,000 subscribers in the fourth quarter profits were lower than in the preceding three quarters.Time Warner's fourth quarter profits were slightly better than analysts' expectations.","['revenue', 'revenues', 'sec', 'quarter', 'sales', 'stake', 'fourth', 'profits', 'profit', 'internet']"
101,"Trade and Industry Secretary Patricia Hewitt said people would not be forced to work longer than they wanted, saying the default age was not a statutory, compulsory retirement age.But Age Concern said imposing a retirement age of 65 was ""cowardly"" and a ""complete u-turn"".Under new European age discrimination rules, a default retirement age of 65 will be introduced.The decision will have no impact on the age at which workers can collect their state pension, the government has said.""This makes a mockery of the Government's so-called commitment to outlawing ageism, leaving the incoming age discrimination law to unravel,"" said Gordon Lishman, director general of Age Concern England .Under age discrimination proposals from the Department of Trade and Industry last year workers were to be allowed to work on till 70 if they wished.","['right', 'longer', 'said', 'people', 'concern', 'work', 'workers', '65', 'retirement', 'age']"
102,"According to the Financial Times, chief operating officer Peter Chernin said that News Corp is ""kicking the tires of pretty much all video games companies"".Video games are ""big business"", the paper quoted Mr Chernin as saying.News Corp, the media company controlled by Australian billionaire Rupert Murdoch, is eyeing a move into the video games market.And with their price tags reflecting the heavy investment by development companies, video games are proving almost as profitable as they are fun.The success of products such as Sony's Playstation, Microsoft's X-Box and Nintendo's Game Cube have boosted demand for video games.","['success', 'conference', 'price', 'like', 'big', 'companies', 'news', 'corp', 'video', 'games']"
103,"But Western firms such as Dell and Hewlett-Packard are also mounting a more solid fight for market share in China, and Lenovo's sales were down 3.7% by revenue to HK$6.31bn.The firm is in the international spotlight after last year signing a deal to buy the PC division of personal computer pioneer IBM.Lenovo's profit for the three months to December was HK$327m (US$42m; Â£22m), less than 1% up on the year before.The company is still by far the biggest player in China, with more than a quarter of the market.But investors have been less than impressed with Lenovo's move, designed to take it out of China and further onto the world stage.In any case, margins in PC market are now wafer thin, and profits have been hard to come by for most vendors except direct-sales giant Dell.","['months', 'shares', 'deal', 'december', 'early', 'market', 'sales', 'chinese', 'profits', 'china']"
104,"According to the Financial Times, chief operating officer Peter Chernin said that News Corp is ""kicking the tyres of pretty much all video games companies"".Video games are ""big business"", the paper quoted Mr Chernin as saying.News Corp, the media company controlled by Australian billionaire Rupert Murdoch, is eyeing a move into the video games market.France's Ubisoft, one of Europe's biggest video game publishers, has been trying to remain independent since Electronic Arts announced plans to buy 19.9% of the firm.And with their price tags reflecting the heavy investment by development companies, video games are proving almost as profitable as they are fun.The success of products such as Sony's Playstation, Microsoft's X-Box and Nintendo's Game Cube have boosted demand for video games.""We are struggling with the gap between companies like Electronic Arts (EA), which comes with a high price tag, and the next tier of companies,"" he explained during a conference in Phoenix, Arizona.","['industry', 'price', 'market', 'big', 'like', 'companies', 'news', 'corp', 'video', 'games']"
105,"Argentine President Nestor Kirchner and Venezuelan President Hugo Chavez signed the deal in Buenos Aires on Tuesday.Argentina and Venezuela have extended a food-for-oil deal, which helped the former to overcome a severe energy crisis last year.Last April, Argentina signed a $240m agreement to import Venezuelan fuel in exchange for agricultural goods and this deal has now been extended.President Chavez added that Brazil's Petrobras could join soon the co-operation deal.The two countries also formalised a co-operation deal between Venezuelan energy firm PDVSA and Argentina's Enarsa.","['owned', 'signed', 'american', 'oil', 'argentine', 'energy', 'crisis', 'president', 'deal', 'argentina']"
106,"The US dollar has continued its record-breaking slide and has tumbled to a new low against the euro.The US is struggling with a ballooning trade deficit and analysts said one of the easiest ways to fund it was by allowing a depreciation of the dollar.The dollar has weakened sharply since September when it traded about $1.20 against the euro.The US currency was trading at $1.364 per euro at 1800 GMT on Monday.Investors are betting that the European Central Bank (ECB) will not do anything to weaken the euro, while the US is thought to favour a declining dollar.","['said', 'bank', 'trade', 'new', 'record', 'monday', 'low', 'trading', 'dollar', 'euro']"
107,"The sale of the US gaming unit will leave Wembley with its UK business.Wembley announced the planned sale as it revealed it was to offload its US gaming division to BLB Investors.US gaming consortium BLB will pay $339m (Â£182.5m) for the US unit, although the deal is subject to certain conditions.Six UK greyhound tracks have been put up for sale by gaming group Wembley as part of a move which will lead to the break-up of the group.""Whilst the completion of the sale of the US Gaming Division remains subject to a number of conditions, we believe this development is a positive step towards the maximisation of value for shareholders,"" said Wembley chairman Claes Hultman.BLB's purchase of the US unit is subject to the agreement of a revenue-sharing deal being struck with Rhode Island authorities.","['shareholders', 'operations', 'conditions', 'uk', 'division', 'unit', 'deal', 'sale', 'gaming', 'wembley']"
108,"But Rover told BBC News that reports of job cuts were ""speculation"".SAIC was unavailable for comment on the job cuts when contacted by BBC News.Rover and SAIC signed a technology-sharing agreement in August.Some 2,000 jobs at MG Rover's Midlands plant may be cut if investment in the firm by a Chinese car maker goes ahead, the Financial Times has reported.SAIC says none of its money will be paid to the four owners of Rover, who have been accused by unions of awarding themselves exorbitant salaries, the FT reports.Meanwhile, according to Chinese state press reports, small state-owned carmaker Nanjing Auto is in negotiations with Rover and SAIC to take a 20% stake in the joint venture.","['negotiations', 'investment', 'models', 'jobs', 'reports', 'job', 'cuts', 'chinese', 'plant', 'rover']"
109,"State-owned Rosneft now owns Yugansk and Russia has said it will turn the oil producer into a stand-alone firm.India's biggest oil exploration firm, Oil & Natural Gas Corp (ONGC), says it is in talks to buy the former assets of troubled Russian crude producer Yukos.Local press had reported that ONGC was looking to buy 15% of Yukos' former key oil production unit for $2bn (Â£1bn).India produces about 793,000 barrels of oil per day (bpd), little changed since the start of the 1990s, according to oil industry analysts Douglas-Westwood.India's oil production has stagnated over recent years, and it is having to look abroad to secure future supplies.Yukos has been battling the Russian authorities for more than a year and has filed for bankruptcy protection in the US.""For countries to develop, they have to have access to energy,"" said John Westwood, managing director of oil industry analysts Douglas-Westwood.By buying into Yugansk, ONGC would be able to reduce its dependence on Gulf states for oil imports, Mr Westwood explained, especially as the chances of finding and exploiting resources within India are slim.India imports about 70% of its total oil consumption.""We are in touch with the concerned Russian entities about the Yukos assets and other opportunities in Russia,"" said ONGC chairman Subir Raha.At the same time, India's economy is booming and the country's thirst for oil is so strong that it has helped pushed up the price of crude worldwide.ONGC's interest is the latest twist in a saga that has seen one of the world's biggest oil producers brought to its knees.","['crude', 'russia', 'indian', 'production', 'assets', 'russian', 'yugansk', 'india', 'yukos', 'oil']"
110,"Deutsche Boerse, the German stock exchange that is trying to buy its London rival, has said it will boost its 2004 dividend payment by 27%.Deutsche Boerse is ""trying to buy them off in a sense"", he said.""Most of the disgruntled shareholders of Deutsche Boerse are complaining that the money that is being used for the bid could be better placed in their hands, paid out in dividends,"" Mr Faraj continued.Frankfurt-based Deutsche Boerse has offered Â£1.3bn ($2.48bn; 1.88bn euros) for the London Stock Exchange.Deutsche Boerse also said profit in the three months to 31 December was 120.7m euros ($158.8m; Â£83.3m).","['better', 'used', 'exchange', 'payment', 'stock', 'bid', 'london', 'euros', 'deutsche', 'boerse']"
111,"Yukos has said a US bankruptcy court will decide whether to block Russia's impending auction of its main production arm on Thursday.Filing for bankruptcy protection in the US was ""a last resort to preserve the rights of our shareholders, employees and customers,"" said Yukos chief executive Steven Theede.Russian prosecutors are forcing the sale of the firm's most lucrative asset Yuganskneftegas to help pay a $27bn (Â£14bn) back tax bill, which they claim is owed by Yukos.Russian authorities are due to auction off Yuganskneftegas on 19 December to pay a huge tax bill sent to Yukos.The Russian oil firm has filed for bankruptcy protection in the US in an attempt to halt the forced sale.Mr Clement said that under Russian law, the Russian government was obliged to enter into arbitration as set out in international law.Yukos asked the Houston court to order Russia to arbitration so that it can press claims for billions of dollars in damages over a ""campaign of illegal, discriminatory and disproportionate"" tax claims.","['yuganskneftegas', 'believe', 'firm', 'law', 'tax', 'bankruptcy', 'auction', 'russia', 'russian', 'yukos']"
112,"Many foreign firms had protested that the SEC was imposing an unfair burden.The SEC said it had taken into consideration the fact that foreign companies were already working to meet more onerous financial reporting rules in their home countries.Section 404 of the Sox Act, as the legislation is nicknamed, calls for all firms to certify that their financial reporting is in line with US rules.Foreign firms have been given an extra year to meet tough new corporate governance regulations imposed by the US stock market watchdog.Big US firms already have to meet the requirements, but smaller ones and foreign-based firms which list their shares on US stock markets originally had until the middle of this year.The European Union, in particular, was imposing new international financial reporting standards in 2005, it noted.","['corporate', 'financial', 'companies', 'act', 'meet', 'line', 'foreign', 'firms', 'rules', 'sec']"
113,"""The three years of stagnation in the German economy came to an end in 2004.The seasonally adjusted jobless total rose a higher than expected 17,000 to 4.483 million, the Bundesbank said.German unemployment rose for the 11th consecutive month in December - making the year's average jobless total the highest since reunification.Europe's biggest economy has been too weak to create work as it struggles to shake off three years of economic stagnation.By 2010, however, the Hartz IV reforms should help cut the average jobless rate to between 3% and 5%, he added.""I don't expect a strong and lasting turnaround until 2006,"" German Economy minister Wolfgang Clement said.Unadjusted, the figures showed unemployment rose 206,900 to 4.64 million - with many sectors such as construction laying off workers amid bad weather.","['weather', 'rose', 'changes', 'economy', 'work', 'unemployment', 'average', 'million', 'german', 'jobless']"
114,"Stock markets in Indonesia and India have hit all-time highs this week; even in Sri Lanka, more comprehensively affected, the main index has lost only 5% since the waves hit.Second, stock markets do not trade the sort of companies likely to have been damaged.The MSCI World share index, a measure of global stock market performance, hit its highest level this week since early 2001; the BBC Global 30 has risen by 3% in the past week.Even the costliest natural disaster is rendered minuscule by the global capital market - currently $30 trillion and rising.And where insurance certainly is in place - in, for example, the many tourist complexes affected - the costs will be borne in far-away corners of the global reinsurance market, rather than landing locally.The trillion-dollar debts of Japan's banks, for example, have had no effect on stock markets further afield than Tokyo.But disasters have a vast psychological impact, and markets are driven by psychological factors.In fact, the markets are being perfectly rational.And indeed, stock exchange traders around Asia have wasted little time regretting the victims of this week's disaster.Asian stock markets are heavily inclined towards property and construction companies, many of which will be rubbing their hands over the reconstruction opportunities.A study of the 1993 Des Moines floods, from the Disaster Research Center at the University of Delaware*, found that 70% of local businesses were no worse off after the disaster, and another 18% felt themselves better off.Bigger markets further afield have barely twitched.And the US stock market was on its way down long before 11 September, 2001; it rose by 20% during the six months following the attacks.For a start, the notional insurance cost of the disaster will have little bearing on corporate bottom lines.","['market', 'indonesia', 'hit', 'affected', 'global', 'insurance', 'week', 'disaster', 'stock', 'markets']"
115,"McDonalds has also been taking steps to improve its junk food reputation, revamping its menu and providing clients with health-related products such as pedometers.McDonald's, the world's largest restaurant chain, is to sponsor a programme on music channel MTV as part of its latest youth market promotion.McDonald's has targeted the youth market in the past with its advertisements, signing up stars like jelly-legged dancer Justin Timberlake and all-woman singing group Destiny's Child.The show Advance Warning highlights new talent and MTV reckons it will give McDonald's access to nearly 400 million homes in 162 countries.The programme can at present only been seen in the US, where it has featured artists like British stars Joss Stone and Franz Ferdinand.In the US, food group Kraft is among firms that already have cut back on promoting sugar and fattening products to the young.","['world', 'children', 'video', 'group', 'child', 'products', 'like', 'programme', 'food', 'mcdonald']"
116,"The government of Nigeria is hoping to triple cocoa production over the next three years with the launch of an ambitious development programme.Analysts said high tech-production techniques and crop spraying introduced by the government led to the huge crop, pushing production closer to levels seen in the 1960s when the country was the world's leading cocoa grower.""People who are not farming will hijack the subsidy,"" said Joshua Osagie, a cocoa farmer from Edo state told Reuters.Nigeria is currently the world's fourth-largest cocoa producer.Cocoa was the main export product in Nigeria during the 1960s.But with the coming of oil, the government began to pay less attention to the cocoa sector and production began to fall from a peak of about 400,000 tonnes a year in 1970.","['largest', 'world', 'launch', 'programme', 'government', 'announced', 'country', 'tonnes', 'production', 'cocoa']"
117,"Many of Manchester United's supporters own shares in the club, and the fan-based group Shareholders United is strongly opposed to any takeover by Mr Glazer.Earlier this month, Mr Glazer presented the board with detailed proposals on an offer to buy the football club.""Any board has a responsibility to consider a bona fide offer proposal,"" the club said in its statement.In a statement, the club said it would allow Mr Glazer ""limited due diligence"" to give him the opportunity to take the proposal on to a formal bid.Mr Glazer's offer values the club at Â£800m ($1.5bn).Manchester United's board has agreed to give US tycoon Malcolm Glazer access to its books.At present, Mr Glazer and his family hold a 28.1% stake, making them Manchester United's second biggest shareholders.""The board continues to believe that Mr Glazer's business plan assumptions are aggressive,"" the statement said, ""and the direct and indirect financial strain on the business could be damaging.""Rival local club Manchester City has pleaded with visiting fans not to protest inside its ground when the two teams play a televised match on Sunday.But it also stressed that it stayed opposed to Mr Glazer's proposal.","['takeover', 'mr', 'offer', 'proposal', 'board', 'football', 'united', 'manchester', 'club', 'glazer']"
118,"The job gains mean that President Bush can celebrate - albeit by a very fine margin - a net growth in jobs in the US economy in his first term in office.Analysts said the growth in new jobs was not as strong as could be expected given the favourable economic conditions.The Labor Department also said it had revised down the jobs gains in December 2004, from 157,000 to 133,000.The US created fewer jobs than expected in January, but a fall in jobseekers pushed the unemployment rate to its lowest level in three years.""The economy is producing a moderate but not a satisfying amount of job growth,"" said Ken Mayland, president of ClearView Economics.He presided over a net fall in jobs up to last November's Presidential election - the first President to do so since Herbert Hoover.","['unemployment', 'january', 'rate', 'election', 'lowest', 'president', 'growth', 'employment', 'job', 'jobs']"
119,"ExxonMobil will be taking some 15 million tonnes each year for 25 years from the end of 2007 under the deal.France's Total is expected to join the ExxonMobil scheme, dubbed Qatargas-2, on Monday, taking 5 million tonnes of LNG a year.US oil giant ExxonMobil signed up for a $12.8bn deal earlier on Sunday.","['year', 'oil', 'agreement', 'taking', 'signed', 'million', 'natural', 'deal', 'tonnes', 'gas']"
120,"""With the completion of our restatements we have a solid foundation on which to move forward with our business,"" said Nortel president and chief executive Bill Owens.Nortel added: ""these members of the core executive team share the board's deep disappointment over the circumstances that led to the restatement.""Telecoms equipment maker Nortel Networks has sharply revised downwards its profits for the 2003 fiscal year.Nortel also issued new figures for the 2001-2002 period, which they had previously indicated had understated losses.In a long-awaited filing, Nortel said it had made $434m (Â£231m), compared to the previously reported $732m.","['involved', 'year', '2003', 'executive', 'led', 'previously', 'figures', 'executives', 'revised', 'nortel']"
121,"Lawyers claimed the auction was illegal because Yukos - with an office in Houston - had filed for bankruptcy and therefore its assets were under the protection of US law which has worldwide jurisdiction.Russia's president has defended the purchase of Yukos' key production unit by state-owned oil firm Rosneft, saying it followed free market principles.It has said it will be seeking damages of $20bn.The Rosneft announcement came just hours after Yukos accused Gazprom of illegally taking part in Sunday's auction.Gazprom, the company originally tipped to buy Yuganskneftegas, was banned from taking part in the auction by a US court injunction.By selling the Yukos unit to little-known Baikal and then to Rosneft, Russia is able to circumvent a host of tricky legal landmines, analysts said.A Rosneft spokesman has said the acquisition is part of its plan to build a ""balanced, national energy corporation.""Further muddying the waters is a merger between Rosneft and Gazprom which authorities have said will go ahead as planned.""Everything was done by market methods,"" Mr Putin said at his year-end press conference in Moscow.The latest announcement comes after more than a year of wrangling that has pushed Yukos, one of Russia's biggest companies to the brink of collapse.Vladimir Putin said it was quite within the rights of a state-owned company to ensure its interests were met.""The Russian government has sovereign immunity.""","['state', 'yuganskneftegas', 'russian', 'putin', 'russia', 'baikal', 'auction', 'gazprom', 'rosneft', 'yukos']"
122,"The company should now be able put this dispute behind it, with the departure of Mr Camus and with the clear support given to Mr Forgeard by the Lagardere group, the main French shareholder of EADS.The other main shareholders of EADS are the French government (15%) , who also support Mr Forgeard, and Germany's DaimlerChrysler (30%).Mr Camus said in a statement that he has accepted the invitation to return full-time to the Lagardere group, which owns 30% of EADS.Fighting between Mr Camus and Mr Forgeard has hit the headlines in France and analysts feared that this fighting could destabilise the defence and aerospace group.But Mr Forgeard has denied this, telling French media that there is no current overrun in the budget.The French co-head of European defence and aerospace group EADS Philippe Camus is to leave his post.","['1bn', 'france', 'project', 'clear', 'defence', 'budget', 'head', 'group', 'mr', 'french']"
123,"A prescription cannabis drug made by UK biotech firm GW Pharmaceuticals is set to be approved in Canada.""We are delighted to receive this qualifying notice from Health Canada and look forward to receiving regulatory approval for Sativex in Canada in the early part of 2005,"" said GW Pharma executive chairman Dr Geoffrey Guy.This will be the first time a cannabis-based drug has been approved anywhere in the world, representing a landmark for GW Pharma and for patients with MS.The UK government granted GW Pharma a licence to grow the cannabis plant for medical research purposes.A few weeks ago, shares in GW Pharma lost a third of their value after UK regulators said they wanted more evidence about the drug's benefits.But now Canadian authorities have said the Sativex drug will be considered for approval.","['2005', 'shares', 'people', 'early', 'hopes', 'approved', 'uk', 'ms', 'approval', 'drug']"
124,"Ask Jeeves has become the third leading online search firm this week to thank a revival in internet advertising for improving fortunes.Its $17m profit for the quarter was dwarfed by the $204m announced by rival Google earlier in the week.During the same quarter, Yahoo earned $187m, again tipping a resurgence in online advertising.Neither Ask Jeeves nor Doubleclick thrilled investors with their profit news, however.Ask Jeeves, once among the best-known names on the web, is now a relatively modest player.","['firm', 'sharp', 'fourth', 'falls', 'internet', 'week', 'profit', 'announced', 'leading', 'quarter']"
125,"Growth was at an annual rate of 4% in the third quarter of 2004 and for the year it came in at 4.4%, the best figure in five years.In the final quarter of 2004, businesses increased spending on capital equipment and software by 18%, up from 17.5% in the third quarter.In the January-to-March quarter, the economy is expected to grow at an annual rate of about 4%, economists forecast.The US economy has grown more than expected, expanding at an annual rate of 3.8% in the last quarter of 2004.","['economists', 'rise', 'final', 'march', 'annual', 'spending', 'figure', 'rate', 'gdp', 'quarter']"
126,"The deal with Aggregates will give Holcim, the world's second-biggest cement maker, an entry into the UK market and boost its presence in the US.Swiss cement firm Holcim has bid $800m (Â£429m) to buy two Indian cement firms and a holding company in the country.It plans to buy Associated Cement Companies (ACC), Ambuja Cement Eastern and the holding firm, Ambuja Cement India Ltd, a Holcim statement said.ACC is India's second-largest cement maker with an annual capacity of 18.2 million tonnes and a market share of 13%.If the Indian deals go ahead, it will give Holcim a major presence in the world's fastest-growing market behind China.Meanwhile, UK-based firm Aggregate Industries said it had agreed a Â£1.8bn takeover by Holcim.","['offer', 'maker', 'india', 'indian', 'uk', 'firm', 'buy', 'swiss', 'market', 'cement']"
127,"The breakneck pace of economic expansion has kept growth above 9% for more than a year.Rapid tooling-up of China's manufacturing sector means a massive demand for energy - one of the factors which has kept world oil prices sky-high for most of this year.Growth in China remains at a breakneck 9.1%, and corporate investment is growing at more than 25% a year.The curbs were introduced earlier this year to ward off the risk that rapid expansion might lead to soaring prices.In theory, the government has a 7% growth target, but continues to insist that the overshoot does not mean a ""hard landing"" in the shape of an overbalancing economy.","['yuan', 'world', 'prices', 'rate', 'growth', 'means', 'year', 'expansion', 'credit', 'china']"
128,"Worries over growth rates and consumer spending were behind the decision to freeze rates, the minutes showed.The Bank's minutes said that risks to the inflation forecast were ""sufficiently to the downside"" to keep rates on hold at its latest meeting.The decision to keep interest rates on hold at 4.75% earlier this month was passed 8-1 by the Bank of England's rate-setting body, minutes have shown.However, MPC member Paul Tucker voted for a quarter point rise in interest rates to 5%.One member of the Bank's Monetary Policy Committee (MPC) - Paul Tucker - voted to raise rates to 5%.However, he added, any rate increase is not likely to happen until later this year, with MPC members likely to look for a more sustainable pick up in consumer spending before acting.","['member', 'spending', 'decision', 'latest', 'consumer', 'inflation', 'bank', 'mpc', 'rates', 'minutes']"
129,"Argentina is set to close its $102.6bn (Â£53.51bn) debt restructuring offer for bondholders later on Friday, with the government hopeful that most creditors will accept the deal.By 18 February, creditors holding $41bn - or 40% of the total debt - had accepted the offer.The country has been in default on the $102.6bn - based on an original debt of $81.8bn plus interest - for the past three years.About 70% to 80% of bondholders are expected to accept the terms of the offer.Argentina defaulted on its debt three years ago, the biggest sovereign default in modern history.The estimated loss to bondholders is up to 70% of the original value of the bonds, yet the majority are expected to accept the government's offer.","['estimated', 'country', 'investors', '70', 'terms', 'restructuring', 'creditors', 'offer', 'debt', 'argentina']"
130,"European Union finance ministers are meeting on Thursday in Brussels, where they are to discuss a controversial jet fuel tax.Many EU ministers are thought to support the plan to tax jet fuel - tabled by France and Germany following the recent G7 meeting.It was keen to point out earlier this week that any new tax on jet fuel should not hurt the ""competitiveness of the airlines"".The EU said a tax would only be passed after full consultation with airlines.","['finance', 'meeting', 'world', 'aid', 'hurt', 'ministers', 'airlines', 'eu', 'tax', 'fuel']"
131,"The paper said Chinese officials had been irritated by Rover's disclosure of its talks with Shanghai Automotive Industry Corp in October.According to the FT, the regulator has been annoyed by Rover's decision to talk publicly about the deal and the intense speculation which has ensued about what it will mean for Rover's future.The proposed deal was seen as crucial to safeguarding the future of Rover's Longbridge plant in the West Midlands.According to the Observer, 3,000 jobs - out of a total workforce of 6,500 - could be lost if the deal goes ahead.The paper said that Chinese officials believe cutbacks will be required to keep the MG Rover's costs in line with revenues.As a result, hopes that approval of the deal may be fast-tracked have disappeared, the paper said.","['officials', 'according', 'result', 'speculation', 'plant', 'approval', 'models', 'deal', 'chinese', 'rover']"
132,"India's government has given its backing to cheaper and more accessible air travel.When it was set up the firm offered tickets that were 50% cheaper than other Indian airlines.Air Deccan has ordered 30 Airbus A320 planes in a $1.8bn (Â£931m) deal as India's first low-cost airline expands in the fast-growing domestic market.Beer magnate Vijay Mallya recently set up Kingfisher Airlines, while UK entrepreneur Richard Branson has said he is keen to start a local operation.Air Deccan was set up last year and wants to lure travellers away from the railway network and pricier rivals.The potential of the Indian market has attracted attention at home and abroad.","['deal', 'increase', 'recently', 'indian', '18bn', 'set', 'airlines', 'india', 'air', 'deccan']"
133,"""Members of the joint venture including Contrack are committed to the ongoing reconstruction efforts, are actively working in Iraq and continue to look for new construction opportunities in the country,"" it said in a statement.US firms and their workers have been targets of attacks, and security concerns are said to be a major reason for the slow pace of reconstruction in Iraq.A US company has pulled out of a major contract to rebuild Iraq's transport system after attacks on reconstruction efforts, Pentagon officials have said.Lt Col Eric Schnaible of the PCO told the Associated Press news agency Contrack's withdrawal from the transportation contract was a ""mutually agreed-to separation"" and did not indicate a movement by US companies to leave Iraq.Contrack said ""the original scope of work that was envisioned could not be executed in a cost-effective manner"".","['firms', 'said', 'major', 'work', 'attacks', 'pentagon', 'working', 'contract', 'reconstruction', 'iraq']"
134,"The US credit card to travel services giant said off-loading American Express Financial Advisors (AEFA) would boost its profitability.The unit was acquired by American Express 20 years ago as Investors Diversified Service, of Minneapolis, at a time when firms were amassing one-stop financial empires.Shares in American Express surged more than 8% on Tuesday after it said it was to spin off its less profitable financial advisory subsidiary.AEFA has more than 12,000 advisers selling financial advice, funds and insurance to 2.5 million customers.","['rest', 'profitable', 'years', 'travel', 'time', 'card', 'shares', 'selling', 'financial', 'american']"
135,"Brazil's unemployment rate fell to its lowest level in three years in December, according to the government.IBGE also said that average monthly salaries grew 1.9% in December 2004 from December 2003.The Brazilian Institute for Geography and Statistics (IBGE) said it fell to 9.6% in December from 10.6% in November and 10.9% in December 2003.The jobless rate average for the whole of 2004 was 11.5%, down from 12.3% in 2003, the IBGE said.The unemployment rate has been falling gradually since April 2004 when it reached a peak of 13.1%.However, average monthly wages fell 1.8% in December to 895.4 reais ($332; Â£179.3) from November.","['government', 'economic', '2003', 'jobless', '2004', 'fell', 'average', 'rate', 'december', 'unemployment']"
136,"Wimpey said the UK housing market had proved ""challenging"" last year.But B&B - which has a 22% share of the UK buy-to-let mortgage market - said that while rates of growth were moderating, the sector ""continues to grow at a rate considerably above that of the whole mortgage market"".B&B said the buy-to-let market - in which the bank is a major player - would continue to grow much faster than the wider mortgage market.Recent housing market surveys have indicated that the UK property market has cooled in recent months after several years of rapid growth.Overall, B&B said that ""housing market fundamentals remain strong"".The UK property market remains robust despite the recent slowdown, according to mortgage lender Bradford & Bingley and housebuilder George Wimpey.Wimpey reported a 19% rise in profits to Â£450.7m and said recent new home reservations were better than expected.","['slowdown', 'real', 'indicated', 'buy', 'recent', 'grow', 'uk', 'market', 'mortgage', 'housing']"
137,"With the Pension Benefit Guaranty Corporation (PBGC) some Â£23bn (Â£12m) in deficit, the Financial Economists Roundtable (FER) wants Congress to act.The company has an estimated $2.9bn hole in its pilots' pension scheme, which the PBGC will now guarantee.The FER says firms should not have been allowed to reduce the insurance premiums they pay into the PBGC fund.""With a little firmer hand on the pensions issues in the US, I think that Congress could avoid having to turn to the taxpayer and instead turn the obligations back onto the companies that deserve to pay them,"" said Professor Dennis Logue, dean of Price College of Business at the University of Oklahoma.Instead of taxpayers having to pick up the bill, the FER wants Congressmen to change the PBGC's funding rules.","['change', 'instead', 'having', 'insurance', 'deficit', 'scheme', 'wants', 'congress', 'pensions', 'pension']"
138,"In the three-months to January, like-for-like sales showed a growth rate of -0.1%, the same as in the three months to December, the BRC said.But clothing and footwear sales were said to be generally better than December, while department stores also had a good month.Stores received a boost from bargain hunters but trading then reverted to December levels, the British Retail Consortium and accountants KPMG said.Higher interest rates and uncertainty over the housing market continue to take their toll on the retail sector, the BRC said.The previous BRC survey found Christmas 2004 was the worst for 10 years for retailers.","['retail', 'month', 'worst', 'stores', 'survey', 'boost', 'failed', 'december', 'sales', 'like']"
139,"The owners of Rossignol, the Boix-Vives family, are said to be considering an offer from Quiksilver.The Boix-Vives family is thought to have spent the past couple of years sounding out possible suitors for Rossignol, which also makes golf equipment, snowboards and sports clothing.Analysts believe other sporting goods companies may now take a closer look at Rossignol, prompting an auction and pushing the sale price higher.Shares of Skis Rossignol, the world's largest ski-maker, have jumped as much as 15% on speculation that it will be bought by US surfwear firm Quiksilver.","['auction', 'analysts', 'sports', 'shares', 'higher', 'possible', 'euros', 'companies', 'goods', 'family']"
140,"Germany's unemployment figure rose above the psychologically important level of five million last month.""Yes, we have effectively more than five million people unemployed,"" a government minister said earlier on ZDF public television.On Wednesday, the German Federal Labour Agency said the jobless total had reached 5.037 million in January, which takes the jobless rate to 12.1%.It said there are a further 1.5 million-2 million people on subsidised employment schemes who are, in fact, looking for real jobs.But the figures are embarrassing for the government.The opposition also made political capital from the figures.","['german', 'germany', 'effect', 'figures', 'reforms', 'numbers', 'government', 'unemployment', 'jobless', 'million']"
141,"In 2001, the company set up a fund to compensate asbestos victims, but it later admitted the fund was running short of money.The move follows angry protests after the firm said a previous compensation fund was running out of money.The landmark deal could see thousands of people suffering from lung diseases - caused by asbestos the company once made - receive compensation.However, the deal still has to receive the approval of Hardie's shareholders.In September, the inquiry found that the company had misled the public about the amount of money set aside to cover its asbestos-related liabilities, sparking the resignation of its then chief executive, Peter MacDonald.Hardie, which currently makes more than 80% of its revenues in the US, was once Australia's biggest supplier of asbestos building materials.Australian building products group James Hardie has agreed to pay $1.1bn (Â£568m) to victims of asbestos-related diseases.","['deal', 'money', 'inquiry', 'public', 'company', 'fund', 'building', 'australia', 'compensation', 'victims']"
142,"""The retail sales figures are very weak, but as Bank of England governor Mervyn King indicated last night, you don't really get an accurate impression of Christmas trading until about Easter,"" said Mr Shaw.The last time retailers endured a tougher Christmas was 23 years previously, when sales plunged 1.7%.A number of retailers have already reported poor figures for December.Retail sales dropped by 1% on the month in December, after a 0.6% rise in November, the Office for National Statistics (ONS) said.Clothing retailers and non-specialist stores were the worst hit with only internet retailers showing any significant growth, according to the ONS.UK retail sales fell in December, failing to meet expectations and making it by some counts the worst Christmas since 1981.Yet, other retailers - including HMV, Monsoon, Jessops, Body Shop and Tesco - reported that festive sales were well up on last year.","['poor', 'england', 'december', 'sales', 'worst', 'ons', 'figures', 'christmas', 'retail', 'retailers']"
